,pickup_community_area,fare,trip_start_month,trip_start_hour,trip_start_day,trip_start_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_miles,pickup_census_tract,dropoff_census_tract,payment_type,company,trip_seconds,dropoff_community_area,tips
5950,8,4.85,2,11,2,1392031800,41.892042136,-87.63186395,41.884987192,-87.620992913,0.5,,17031320100.0,Credit Card,KOAM Taxi Association,180.0,32.0,1.25
5951,8,5.25,3,8,4,1394613000,41.892042136,-87.63186395,41.884987192,-87.620992913,0.8,,17031320100.0,Cash,,300.0,32.0,0.0
5952,8,5.45,11,20,3,1383682500,41.892042136,-87.63186395,41.884987192,-87.620992913,0.9,,17031320100.0,Credit Card,Northwest Management LLC,300.0,32.0,1.0
5953,8,5.45,8,20,3,1439323200,41.892042136,-87.63186395,41.884987192,-87.620992913,0.9,,17031320100.0,Cash,Taxi Affiliation Services,300.0,32.0,0.0
5954,8,4.65,11,0,2,1416787200,41.892042136,-87.63186395,41.884987192,-87.620992913,0.6,,17031320100.0,Cash,Choice Taxi Association,180.0,32.0,0.0
5955,8,5.05,5,3,6,1432871100,41.892042136,-87.63186395,41.884987192,-87.620992913,0.5,,17031320100.0,Cash,,240.0,32.0,0.0
5956,8,3.25,9,9,6,1380272400,41.892042136,-87.63186395,41.880994471,-87.632746489,0.7,,17031839100.0,Cash,Choice Taxi Association,360.0,32.0,0.0
5957,8,4.45,10,10,4,1413974700,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100.0,Credit Card,Taxi Affiliation Services,240.0,32.0,2.0
5958,8,5.45,2,16,4,1361982600,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Taxi Affiliation Services,300.0,32.0,0.0
5959,8,5.05,4,16,4,1396454400,41.892042136,-87.63186395,41.880994471,-87.632746489,0.7,,17031839100.0,Cash,Choice Taxi Association,240.0,32.0,0.0
5960,8,5.5,3,8,6,1457685900,41.892042136,-87.63186395,41.880994471,-87.632746489,0.7,,17031839100.0,Credit Card,Taxi Affiliation Services,300.0,32.0,1.0
5961,8,5.05,3,1,7,1425692700,41.892042136,-87.63186395,41.880994471,-87.632746489,0.9,,17031839100.0,Credit Card,,240.0,32.0,3.0
5962,8,6.25,6,7,2,1465802100,41.892042136,-87.63186395,41.880994471,-87.632746489,1.0,,17031839100.0,Cash,Taxi Affiliation Services,300.0,32.0,0.0
5963,8,6.25,3,14,2,1393857900,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Blue Ribbon Taxi Association Inc.,420.0,32.0,0.0
5964,8,6.25,3,11,7,1362827700,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100.0,Credit Card,Taxi Affiliation Services,360.0,32.0,2.0
5965,8,6.05,8,10,5,1376560800,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Taxi Affiliation Services,480.0,32.0,0.0
5966,8,5.25,11,12,6,1416573900,41.892042136,-87.63186395,41.880994471,-87.632746489,0.8,,17031839100.0,Credit Card,Taxi Affiliation Services,300.0,32.0,1.0
5967,8,6.25,6,0,4,1371600900,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Taxi Affiliation Services,420.0,32.0,0.0
5968,8,4.65,7,0,1,1405814400,41.892042136,-87.63186395,41.880994471,-87.632746489,0.5,,17031839100.0,Cash,Choice Taxi Association,240.0,32.0,0.0
5969,8,5.05,5,7,6,1369984500,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Choice Taxi Association,240.0,32.0,0.0
5970,8,6.45,6,9,3,1372150800,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Dispatch Taxi Affiliation,540.0,32.0,0.0
5971,8,5.65,6,15,5,1402587000,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Taxi Affiliation Services,360.0,32.0,0.0
5972,8,7.25,11,13,2,1416231900,41.892042136,-87.63186395,41.880994471,-87.632746489,1.1,,17031839100.0,Cash,Dispatch Taxi Affiliation,540.0,32.0,0.0
5973,8,6.45,1,0,6,1391129100,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100.0,Credit Card,Blue Ribbon Taxi Association Inc.,300.0,32.0,3.0
5974,8,5.65,8,14,5,1408632300,41.892042136,-87.63186395,41.880994471,-87.632746489,0.9,,17031839100.0,Cash,,360.0,32.0,0.0
5975,8,6.85,3,13,5,1394715600,41.892042136,-87.63186395,41.880994471,-87.632746489,1.1,,17031839100.0,Cash,,540.0,32.0,0.0
5976,8,5.05,6,16,3,1371571200,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Northwest Management LLC,240.0,32.0,0.0
5977,8,5.45,6,14,6,1435329900,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Blue Ribbon Taxi Association Inc.,300.0,32.0,0.0
5978,8,3.65,1,19,6,1390591800,41.892042136,-87.63186395,41.880994471,-87.632746489,0.2,,17031839100.0,No Charge,Dispatch Taxi Affiliation,60.0,32.0,0.0
5979,8,6.05,11,8,6,1416559500,41.892042136,-87.63186395,41.880994471,-87.632746489,0.9,,17031839100.0,Credit Card,Taxi Affiliation Services,360.0,32.0,2.0
5980,8,4.85,2,16,5,1423152000,41.892042136,-87.63186395,41.880994471,-87.632746489,0.6,,17031839100.0,Cash,Taxi Affiliation Services,240.0,32.0,0.0
5981,8,5.85,10,13,4,1413380700,41.892042136,-87.63186395,41.880994471,-87.632746489,0.8,,17031839100.0,Cash,,420.0,32.0,0.0
5982,8,8.65,4,15,4,1427901300,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Blue Ribbon Taxi Association Inc.,840.0,32.0,0.0
5983,8,5.75,12,15,4,1481123700,41.892042136,-87.63186395,41.880994471,-87.632746489,0.7,,17031839100.0,Cash,Dispatch Taxi Affiliation,360.0,32.0,0.0
5984,8,4.65,8,7,5,1376551800,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Dispatch Taxi Affiliation,180.0,32.0,0.0
5985,8,5.25,10,23,6,1412378100,41.892042136,-87.63186395,41.880994471,-87.632746489,1.1,,17031839100.0,Cash,Choice Taxi Association,240.0,32.0,0.0
5986,8,7.65,10,4,5,1381379400,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Taxi Affiliation Services,540.0,32.0,0.0
5987,8,5.65,12,12,2,1386592200,41.892042136,-87.63186395,41.880994471,-87.632746489,0.7,,17031839100.0,Cash,,360.0,32.0,0.0
5988,8,5.05,8,15,4,1407944700,41.892042136,-87.63186395,41.880994471,-87.632746489,0.8,,17031839100.0,Cash,Dispatch Taxi Affiliation,240.0,32.0,0.0
5989,8,4.45,12,8,6,1418371200,41.892042136,-87.63186395,41.880994471,-87.632746489,0.7,,17031839100.0,Cash,,120.0,32.0,0.0
5990,8,8.25,6,8,3,1435653000,41.892042136,-87.63186395,41.880994471,-87.632746489,1.4,,17031839100.0,Credit Card,,780.0,32.0,2.0
5991,8,7.05,3,17,3,1425403800,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100.0,Credit Card,Taxi Affiliation Services,600.0,32.0,2.0
5992,8,5.05,7,15,5,1438271100,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Taxi Affiliation Services,300.0,32.0,0.0
5993,8,6.05,2,9,6,1392975000,41.892042136,-87.63186395,41.880994471,-87.632746489,0.8,,17031839100.0,Cash,Choice Taxi Association,420.0,32.0,0.0
5994,8,5.05,1,13,3,1421156700,41.892042136,-87.63186395,41.880994471,-87.632746489,0.7,,17031839100.0,Cash,Taxi Affiliation Services,240.0,32.0,0.0
5995,8,7.65,6,8,3,1403599500,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Taxi Affiliation Services,660.0,32.0,0.0
5996,8,4.65,6,12,1,1433680200,41.892042136,-87.63186395,41.880994471,-87.632746489,0.6,,17031839100.0,Credit Card,,180.0,32.0,0.0
5997,8,4.65,1,10,7,1420280100,41.892042136,-87.63186395,41.880994471,-87.632746489,0.7,,17031839100.0,Cash,,180.0,32.0,0.0
5998,8,3.85,8,6,2,1408344300,41.892042136,-87.63186395,41.880994471,-87.632746489,0.31,,17031839100.0,Credit Card,,120.0,32.0,1.0
5999,8,6.45,4,7,3,1429602300,41.892042136,-87.63186395,41.880994471,-87.632746489,1.1,,17031839100.0,Credit Card,,420.0,32.0,2.0
6000,8,6.45,4,11,6,1396611900,41.892042136,-87.63186395,41.880994471,-87.632746489,1.2,,17031839100.0,Cash,Dispatch Taxi Affiliation,420.0,32.0,0.0
6001,8,5.25,12,7,6,1386920700,41.892042136,-87.63186395,41.880994471,-87.632746489,0.1,,17031839100.0,Cash,,240.0,32.0,0.0
6002,8,6.85,5,12,5,1401366600,41.892042136,-87.63186395,41.880994471,-87.632746489,1.3,,17031839100.0,Cash,Taxi Affiliation Services,540.0,32.0,0.0
6003,8,5.25,3,14,5,1394116200,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100.0,Cash,Taxi Affiliation Services,300.0,32.0,0.0
6004,8,6.5,11,17,2,1478540700,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100.0,Credit Card,Northwest Management LLC,420.0,32.0,2.0
6005,8,6.65,2,17,4,1424281500,41.892042136,-87.63186395,41.880994471,-87.632746489,1.0,,17031839100.0,Cash,Dispatch Taxi Affiliation,540.0,32.0,0.0
6006,8,4.45,11,0,3,1415664900,41.892042136,-87.63186395,41.880994471,-87.632746489,0.6,,17031839100.0,Cash,,120.0,32.0,0.0
6007,8,7.05,8,11,4,1438775100,41.892042136,-87.63186395,41.880994471,-87.632746489,1.4,,17031839100.0,Cash,Taxi Affiliation Services,600.0,32.0,0.0
6008,8,7.85,5,13,6,1401454800,41.892042136,-87.63186395,41.880994471,-87.632746489,1.7,,17031839100.0,Cash,,600.0,32.0,0.0
6009,8,7.05,7,21,6,1405718100,41.892042136,-87.63186395,41.880994471,-87.632746489,1.4,,17031839100.0,Cash,Dispatch Taxi Affiliation,480.0,32.0,0.0
6010,8,7.85,4,9,5,1398332700,41.892042136,-87.63186395,41.88528132,-87.65723320000001,1.7,,17031833000.0,Cash,Dispatch Taxi Affiliation,660.0,28.0,0.0
6011,8,7.5,6,19,4,1467227700,41.892042136,-87.63186395,41.88528132,-87.65723320000001,1.4,,17031833000.0,Cash,,480.0,28.0,0.0
6012,8,6.05,7,22,6,1374273000,41.892042136,-87.63186395,41.88528132,-87.65723320000001,0.0,,17031833000.0,Cash,Dispatch Taxi Affiliation,360.0,28.0,0.0
6013,8,11.05,11,21,3,1385501400,41.892042136,-87.63186395,41.88528132,-87.65723320000001,3.3,,17031833000.0,Credit Card,,900.0,28.0,2.0
6014,8,7.25,8,0,1,1472345100,41.892042136,-87.63186395,41.88528132,-87.65723320000001,1.6,,17031833000.0,Cash,,420.0,28.0,0.0
6015,8,7.65,10,2,1,1443924000,41.892042136,-87.63186395,41.88528132,-87.65723320000001,2.0,,17031833000.0,Credit Card,KOAM Taxi Association,480.0,28.0,2.0
6016,8,10.05,11,18,5,1384454700,41.892042136,-87.63186395,41.88528132,-87.65723320000001,0.0,,17031833000.0,Cash,Dispatch Taxi Affiliation,1080.0,28.0,0.0
6017,8,6.25,6,0,6,1370565900,41.892042136,-87.63186395,41.88528132,-87.65723320000001,1.4,,17031833000.0,Cash,,360.0,28.0,0.0
6018,8,6.25,12,16,4,1387385100,41.892042136,-87.63186395,41.88528132,-87.65723320000001,0.0,,17031833000.0,Cash,Blue Ribbon Taxi Association Inc.,420.0,28.0,0.0
6019,8,9.05,1,20,5,1389300300,41.892042136,-87.63186395,41.912431869,-87.67018914799999,0.1,,17031240200.0,Cash,Taxi Affiliation Services,540.0,24.0,0.0
6020,8,11.45,9,19,5,1379617200,41.892042136,-87.63186395,41.928945904,-87.66089257,3.8,,17031070500.0,Cash,,960.0,7.0,0.0
6021,8,11.25,12,22,1,1419201000,41.892042136,-87.63186395,41.928945904,-87.66089257,3.8,,17031070500.0,Cash,,840.0,7.0,0.0
6022,8,11.45,6,22,3,1434492900,41.892042136,-87.63186395,41.928945904,-87.66089257,3.6,,17031070500.0,Cash,,900.0,7.0,0.0
6023,8,8.65,7,0,6,1404434700,41.892042136,-87.63186395,41.92926299,-87.63589095399999,2.5,,17031070101.0,Credit Card,Taxi Affiliation Services,600.0,7.0,3.0
6024,8,12.25,7,22,4,1374098400,41.892042136,-87.63186395,41.92926299,-87.63589095399999,4.4,,17031070101.0,Cash,Choice Taxi Association,660.0,7.0,0.0
6025,8,6.25,8,23,6,1376090100,41.892042136,-87.63186395,41.891971508000005,-87.612945414,0.0,,17031081402.0,Cash,Blue Ribbon Taxi Association Inc.,480.0,8.0,0.0
6026,8,6.25,9,0,7,1380328200,41.892042136,-87.63186395,41.891971508000005,-87.612945414,0.0,,17031081402.0,Cash,Taxi Affiliation Services,480.0,8.0,0.0
6027,8,6.45,12,13,7,1449320400,41.892042136,-87.63186395,41.891971508000005,-87.612945414,1.3,,17031081402.0,Cash,,600.0,8.0,0.0
6028,8,6.05,2,15,2,1392650100,41.892042136,-87.63186395,41.891971508000005,-87.612945414,1.2,,17031081402.0,Cash,Taxi Affiliation Services,420.0,8.0,0.0
6029,8,6.45,7,22,7,1405202400,41.892042136,-87.63186395,41.891971508000005,-87.612945414,0.9,,17031081402.0,Cash,,480.0,8.0,0.0
6030,8,5.85,9,17,6,1441386900,41.892042136,-87.63186395,41.891971508000005,-87.612945414,0.0,,17031081402.0,Credit Card,Taxi Affiliation Services,360.0,8.0,3.0
6031,8,26.85,5,11,5,1369307700,41.892042136,-87.63186395,41.891971508000005,-87.612945414,0.0,,17031081402.0,Cash,Dispatch Taxi Affiliation,2220.0,8.0,0.0
6032,8,15.25,7,18,7,1373739300,41.892042136,-87.63186395,41.946294535999996,-87.65429808399999,4.8,,17031832000.0,Cash,Dispatch Taxi Affiliation,1440.0,6.0,0.0
6033,8,12.45,4,2,1,1430015400,41.892042136,-87.63186395,41.946294535999996,-87.65429808399999,4.7,,17031832000.0,Credit Card,,720.0,6.0,2.0
6034,8,9.05,12,0,1,1450570500,41.892042136,-87.63186395,41.921854911,-87.64621097700001,2.5,,17031071200.0,Cash,,660.0,7.0,0.0
6035,8,18.05,2,21,6,1425073500,41.892042136,-87.63186395,41.797153425,-87.582365702,7.6,,17031410900.0,Cash,,960.0,41.0,0.0
6036,8,6.65,2,23,5,1424992500,41.892042136,-87.63186395,41.907412816,-87.640901525,0.0,,17031080400.0,Cash,Blue Ribbon Taxi Association Inc.,420.0,8.0,0.0
6037,8,12.85,8,22,1,1407708000,41.892042136,-87.63186395,41.943237122,-87.643470956,0.49,,17031061901.0,Cash,,660.0,6.0,0.0
6038,8,11.85,6,2,1,1404009900,41.892042136,-87.63186395,41.936310131,-87.651562592,3.8,,17031063000.0,Credit Card,KOAM Taxi Association,960.0,6.0,2.35
6039,8,9.45,5,19,4,1368647100,41.892042136,-87.63186395,41.906650766,-87.66533766,0.1,,17031241600.0,Cash,Blue Ribbon Taxi Association Inc.,540.0,24.0,0.0
6040,8,9.44,8,0,1,1408233600,41.892042136,-87.63186395,41.879066994,-87.65700502700001,2.3,,17031833100.0,Cash,,540.0,28.0,0.0
6041,8,7.05,12,2,7,1449886500,41.892042136,-87.63186395,41.879066994,-87.65700502700001,1.5,,17031833100.0,Cash,Dispatch Taxi Affiliation,420.0,28.0,0.0
6042,8,8.25,5,0,6,1400805900,41.892042136,-87.63186395,41.879066994,-87.65700502700001,0.23,,17031833100.0,Cash,,600.0,28.0,0.0
6043,8,6.85,11,20,5,1446754500,41.892042136,-87.63186395,41.879066994,-87.65700502700001,1.6,,17031833100.0,Credit Card,,420.0,28.0,2.0
6044,8,7.25,12,21,4,1418851800,41.892042136,-87.63186395,41.879066994,-87.65700502700001,1.6,,17031833100.0,Cash,Dispatch Taxi Affiliation,540.0,28.0,0.0
6045,8,3.65,11,17,6,1448643600,41.892042136,-87.63186395,41.900221297,-87.629105186,0.2,,17031081100.0,Credit Card,Taxi Affiliation Services,60.0,8.0,0.0
6046,8,5.25,8,4,6,1375416000,41.892042136,-87.63186395,41.900221297,-87.629105186,0.0,,17031081100.0,Cash,Taxi Affiliation Services,240.0,8.0,0.0
6047,8,5.25,8,18,3,1472580000,41.892042136,-87.63186395,41.900221297,-87.629105186,0.9,,17031081100.0,Cash,Choice Taxi Association,240.0,8.0,0.0
6048,8,4.85,3,0,4,1426639500,41.892042136,-87.63186395,41.900221297,-87.629105186,0.0,,17031081100.0,Cash,Blue Ribbon Taxi Association Inc.,240.0,8.0,0.0
6049,8,5.75,1,19,4,1452713400,41.892042136,-87.63186395,41.900221297,-87.629105186,0.0,,17031081100.0,Credit Card,Blue Ribbon Taxi Association Inc.,300.0,8.0,1.0
6050,8,5.05,6,23,7,1370130300,41.892042136,-87.63186395,41.900221297,-87.629105186,0.0,,17031081100.0,Cash,Blue Ribbon Taxi Association Inc.,300.0,8.0,0.0
6051,8,5.85,1,17,4,1421859600,41.892042136,-87.63186395,41.900221297,-87.629105186,0.9,,17031081100.0,Credit Card,,360.0,8.0,3.0
6052,8,5.85,6,17,1,1403459100,41.892042136,-87.63186395,41.900221297,-87.629105186,0.8,,17031081100.0,Cash,,420.0,8.0,0.0
6053,8,4.85,12,22,7,1449353700,41.892042136,-87.63186395,41.900221297,-87.629105186,0.6,,17031081100.0,Credit Card,Choice Taxi Association,240.0,8.0,2.0
6054,8,5.05,2,3,2,1391397300,41.892042136,-87.63186395,41.900221297,-87.629105186,0.0,,17031081100.0,Cash,Taxi Affiliation Services,240.0,8.0,0.0
6055,8,5.85,2,23,6,1393026300,41.892042136,-87.63186395,41.900221297,-87.629105186,0.9,,17031081100.0,Credit Card,Taxi Affiliation Services,360.0,8.0,2.0
6056,8,5.05,10,21,5,1446153300,41.892042136,-87.63186395,41.900221297,-87.629105186,0.7,,17031081100.0,Cash,,240.0,8.0,0.0
6057,8,11.25,9,23,7,1379200500,41.892042136,-87.63186395,41.911972301,-87.683642922,0.0,,17031240500.0,Cash,Choice Taxi Association,780.0,24.0,0.0
6058,8,15.05,1,22,7,1390689900,41.892042136,-87.63186395,41.949220914,-87.651970395,0.3,,17031061000.0,Credit Card,Taxi Affiliation Services,960.0,6.0,3.0
6059,8,14.05,3,2,7,1425695400,41.892042136,-87.63186395,41.949220914,-87.651970395,5.5,,17031061000.0,Cash,Choice Taxi Association,960.0,6.0,0.0
6060,8,5.45,2,2,7,1391826600,41.892042136,-87.63186395,41.879255084,-87.642648998,1.0,,17031281900.0,Credit Card,Northwest Management LLC,240.0,28.0,3.0
6061,8,7.45,12,17,3,1418147100,41.892042136,-87.63186395,41.879255084,-87.642648998,1.3,,17031281900.0,Cash,,660.0,28.0,0.0
6062,8,7.25,9,22,4,1410992100,41.892042136,-87.63186395,41.879255084,-87.642648998,1.6,,17031281900.0,Credit Card,Taxi Affiliation Services,480.0,28.0,2.0
6063,8,6.05,9,15,3,1441119600,41.892042136,-87.63186395,41.879255084,-87.642648998,1.2,,17031281900.0,Cash,Taxi Affiliation Services,360.0,28.0,0.0
6064,8,7.45,4,10,2,1366020000,41.892042136,-87.63186395,41.879255084,-87.642648998,0.8,,17031281900.0,Credit Card,Dispatch Taxi Affiliation,600.0,28.0,3.0
6065,8,7.05,12,7,2,1418023800,41.892042136,-87.63186395,41.879255084,-87.642648998,1.3,,17031281900.0,Credit Card,,480.0,28.0,2.0
6066,8,6.05,8,14,5,1408629600,41.892042136,-87.63186395,41.879255084,-87.642648998,1.0,,17031281900.0,Credit Card,,420.0,28.0,2.0
6067,8,5.85,7,11,6,1374234300,41.892042136,-87.63186395,41.879255084,-87.642648998,0.0,,17031281900.0,Credit Card,Blue Ribbon Taxi Association Inc.,360.0,28.0,2.0
6068,8,7.05,3,18,5,1394130600,41.892042136,-87.63186395,41.879255084,-87.642648998,1.1,,17031281900.0,Cash,,600.0,28.0,0.0
6069,8,5.85,10,7,6,1380871800,41.892042136,-87.63186395,41.879255084,-87.642648998,0.0,,17031281900.0,Cash,Taxi Affiliation Services,300.0,28.0,0.0
6070,8,8.25,5,13,4,1401282900,41.892042136,-87.63186395,41.879255084,-87.642648998,1.5,,17031281900.0,Credit Card,,720.0,28.0,2.0
6071,8,6.45,7,20,2,1404764100,41.892042136,-87.63186395,41.879255084,-87.642648998,1.1,,17031281900.0,Cash,Taxi Affiliation Services,420.0,28.0,0.0
6072,8,7.45,9,9,4,1441184400,41.892042136,-87.63186395,41.879255084,-87.642648998,0.9,,17031281900.0,Cash,Taxi Affiliation Services,720.0,28.0,0.0
6073,8,7.25,4,15,6,1397834100,41.892042136,-87.63186395,41.879255084,-87.642648998,1.0,,17031281900.0,Cash,,660.0,28.0,0.0
6074,8,7.05,11,2,7,1385172000,41.892042136,-87.63186395,41.879255084,-87.642648998,0.0,,17031281900.0,Cash,Taxi Affiliation Services,480.0,28.0,0.0
6075,8,6.85,6,15,6,1371827700,41.892042136,-87.63186395,41.879255084,-87.642648998,0.9,,17031281900.0,Cash,,540.0,28.0,0.0
6076,8,8.05,11,21,7,1385240400,41.892042136,-87.63186395,41.902788048000005,-87.62614559,0.0,,17031081202.0,Cash,Taxi Affiliation Services,720.0,8.0,0.0
6077,8,6.25,2,22,2,1393281900,41.892042136,-87.63186395,41.902788048000005,-87.62614559,1.2,,17031081202.0,Cash,,360.0,8.0,0.0
6078,8,7.65,4,4,7,1366431300,41.892042136,-87.63186395,41.914585709,-87.645966207,0.0,,17031071800.0,Cash,Taxi Affiliation Services,480.0,7.0,0.0
6079,8,11.05,12,19,6,1417806000,41.892042136,-87.63186395,41.914585709,-87.645966207,3.3,,17031071800.0,Credit Card,Dispatch Taxi Affiliation,1140.0,7.0,3.1
6080,8,10.05,4,18,5,1396548900,41.892042136,-87.63186395,41.914585709,-87.645966207,2.3,,17031071800.0,Cash,,960.0,7.0,0.0
6081,8,5.65,6,1,6,1370568600,41.892042136,-87.63186395,41.892072635,-87.62887415700001,0.1,,17031081600.0,Cash,Dispatch Taxi Affiliation,300.0,8.0,0.0
6082,8,4.85,5,11,5,1401362100,41.892042136,-87.63186395,41.892072635,-87.62887415700001,0.0,,17031081600.0,Cash,Choice Taxi Association,240.0,8.0,0.0
6083,8,4.85,12,15,1,1385910000,41.892042136,-87.63186395,41.892072635,-87.62887415700001,0.0,,17031081600.0,Credit Card,Blue Ribbon Taxi Association Inc.,240.0,8.0,2.0
6084,8,5.25,7,21,7,1405200600,41.892042136,-87.63186395,41.892072635,-87.62887415700001,0.6,,17031081600.0,Cash,,360.0,8.0,0.0
6085,8,4.05,6,20,7,1371933900,41.892042136,-87.63186395,41.892072635,-87.62887415700001,0.1,,17031081600.0,No Charge,Dispatch Taxi Affiliation,180.0,8.0,0.0
6086,8,4.65,4,23,6,1365809400,41.892042136,-87.63186395,41.892072635,-87.62887415700001,0.0,,17031081600.0,Cash,Taxi Affiliation Services,240.0,8.0,0.0
6087,8,4.45,8,0,7,1376699400,41.892042136,-87.63186395,41.892072635,-87.62887415700001,0.0,,17031081600.0,Cash,Dispatch Taxi Affiliation,240.0,8.0,0.0
6088,8,5.65,9,11,4,1441193400,41.892042136,-87.63186395,41.892072635,-87.62887415700001,0.5,,17031081600.0,Credit Card,,480.0,8.0,2.0
6089,8,4.05,9,22,4,1441838700,41.892042136,-87.63186395,41.892072635,-87.62887415700001,0.2,,17031081600.0,Cash,Dispatch Taxi Affiliation,180.0,8.0,0.0
6090,8,4.25,2,18,5,1392919200,41.892042136,-87.63186395,41.892072635,-87.62887415700001,0.2,,17031081600.0,Cash,,180.0,8.0,0.0
6091,8,5.05,10,1,1,1443922200,41.892042136,-87.63186395,41.892072635,-87.62887415700001,0.5,,17031081600.0,Cash,,300.0,8.0,0.0
6092,8,16.65,6,2,7,1371867300,41.892042136,-87.63186395,41.942859303,-87.71750385799999,0.0,,17031831100.0,Cash,Dispatch Taxi Affiliation,840.0,21.0,0.0
6093,8,11.65,5,18,5,1368728100,41.892042136,-87.63186395,41.89967018,-87.66983779799999,2.4,,17031242100.0,Credit Card,,1260.0,24.0,2.0
6094,8,11.85,8,2,7,1408761900,41.892042136,-87.63186395,41.89967018,-87.66983779799999,3.7,,17031242100.0,Credit Card,Taxi Affiliation Services,960.0,24.0,2.95
6095,8,7.85,10,2,1,1443924000,41.892042136,-87.63186395,41.89967018,-87.66983779799999,2.2,,17031242100.0,Cash,,420.0,24.0,0.0
6096,8,12.65,3,0,7,1394843400,41.892042136,-87.63186395,41.912364354,-87.675062757,3.3,,17031240300.0,Cash,Taxi Affiliation Services,1320.0,24.0,0.0
6097,8,11.85,6,22,7,1433629800,41.892042136,-87.63186395,41.912364354,-87.675062757,4.1,,17031240300.0,Credit Card,Choice Taxi Association,720.0,24.0,3.0
6098,8,10.65,1,0,1,1358640900,41.892042136,-87.63186395,41.912364354,-87.675062757,0.0,,17031240300.0,Cash,Northwest Management LLC,660.0,24.0,0.0
6099,8,9.65,6,1,7,1403918100,41.892042136,-87.63186395,41.885300021999996,-87.642808466,2.3,,17031280100.0,Cash,Taxi Affiliation Services,840.0,28.0,0.0
6100,8,5.45,3,19,3,1393960500,41.892042136,-87.63186395,41.885300021999996,-87.642808466,0.5,,17031280100.0,Cash,Dispatch Taxi Affiliation,360.0,28.0,0.0
6101,8,5.45,4,16,5,1430409600,41.892042136,-87.63186395,41.885300021999996,-87.642808466,0.9,,17031280100.0,Cash,,360.0,28.0,0.0
6102,8,5.45,2,19,5,1423163700,41.892042136,-87.63186395,41.885300021999996,-87.642808466,0.7,,17031280100.0,Credit Card,,360.0,28.0,3.0
6103,8,4.65,4,23,3,1429659900,41.892042136,-87.63186395,41.885300021999996,-87.642808466,0.6,,17031280100.0,Cash,Taxi Affiliation Services,180.0,28.0,0.0
6104,8,5.85,6,22,4,1403129700,41.892042136,-87.63186395,41.885300021999996,-87.642808466,0.0,,17031280100.0,Cash,Blue Ribbon Taxi Association Inc.,420.0,28.0,0.0
6105,8,6.25,11,14,4,1384353900,41.892042136,-87.63186395,41.885300021999996,-87.642808466,1.0,,17031280100.0,Cash,Taxi Affiliation Services,540.0,28.0,0.0
6106,8,5.75,2,21,2,1454966100,41.892042136,-87.63186395,41.885300021999996,-87.642808466,0.9,,17031280100.0,Cash,Taxi Affiliation Services,240.0,28.0,0.0
6107,8,5.65,2,1,2,1391995800,41.892042136,-87.63186395,41.885300021999996,-87.642808466,1.1,,17031280100.0,Cash,,300.0,28.0,0.0
6108,8,7.25,2,1,6,1393549200,41.892042136,-87.63186395,41.885300021999996,-87.642808466,1.7,,17031280100.0,Credit Card,Dispatch Taxi Affiliation,480.0,28.0,1.05
6109,8,5.85,4,15,6,1429888500,41.892042136,-87.63186395,41.885300021999996,-87.642808466,1.0,,17031280100.0,Cash,Dispatch Taxi Affiliation,300.0,28.0,0.0
6110,8,6.45,8,23,4,1408575600,41.892042136,-87.63186395,41.909495669,-87.630963601,0.0,,17031080201.0,Cash,Taxi Affiliation Services,360.0,8.0,0.0
6111,8,8.45,10,22,3,1413324000,41.892042136,-87.63186395,41.909495669,-87.630963601,0.0,,17031080201.0,Cash,Taxi Affiliation Services,540.0,8.0,0.0
6112,8,11.45,5,18,6,1368814500,41.892042136,-87.63186395,41.899445769,-87.68931919,3.4,,17031242500.0,Cash,,1020.0,24.0,0.0
6113,8,15.65,5,0,3,1400546700,41.892042136,-87.63186395,41.952822916,-87.65324399200001,6.8,,17031832100.0,Credit Card,Blue Ribbon Taxi Association Inc.,720.0,6.0,2.35
