pickup_community_area,fare,trip_start_month,trip_start_hour,trip_start_day,trip_start_timestamp,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_miles,dropoff_census_tract,payment_type,company,trip_seconds,dropoff_community_area,tips
8,4.65,9,14,4,1410359400,-87.62887416,41.88099447,-87.63274649,0,17031839100,Cash,Taxi Affiliation Services,180,32,0
8,6.05,4,14,3,1429021800,-87.62887416,41.88099447,-87.63274649,1,17031839100,Credit Card,,360,32,1.2
8,5.25,12,7,5,1450337400,-87.62887416,41.88099447,-87.63274649,0.9,17031839100,Cash,,300,32,0
8,6.45,2,19,7,1361647800,-87.62887416,41.88099447,-87.63274649,0.8,17031839100,Cash,Northwest Management LLC,420,32,0
8,8.45,2,10,5,1423131300,-87.62887416,41.88099447,-87.63274649,1.5,17031839100,Credit Card,Taxi Affiliation Services,780,32,0.05
8,7.5,9,16,3,1473177600,-87.62887416,41.88099447,-87.63274649,1.4,17031839100,Credit Card,,540,32,1
8,6.65,12,10,5,1449744300,-87.62887416,41.88099447,-87.63274649,1.2,17031839100,Credit Card,Taxi Affiliation Services,480,32,1.35
8,6.25,12,16,6,1450455300,-87.62887416,41.88099447,-87.63274649,0,17031839100,Cash,Taxi Affiliation Services,480,32,0
8,5.25,11,9,5,1383816600,-87.62887416,41.88099447,-87.63274649,0.7,17031839100,Cash,KOAM Taxi Association,300,32,0
8,6.45,3,20,4,1362600000,-87.62887416,41.88528132,-87.6572332,0,17031833000,Cash,Taxi Affiliation Services,420,28,0
8,6.85,4,1,6,1365125400,-87.62887416,41.88528132,-87.6572332,1.6,17031833000,Cash,Dispatch Taxi Affiliation,360,28,0
8,7.65,5,19,3,1367955000,-87.62887416,41.88528132,-87.6572332,1.9,17031833000,Cash,,480,28,0
8,7.85,9,19,2,1380567600,-87.62887416,41.89197151,-87.61294541,1.7,17031081402,Credit Card,Northwest Management LLC,660,8,2
8,6.25,2,12,2,1391429700,-87.62887416,41.89197151,-87.61294541,1.2,17031081402,Credit Card,Northwest Management LLC,480,8,2
8,5.25,10,9,4,1382521500,-87.62887416,41.89197151,-87.61294541,1,17031081402,Credit Card,,240,8,2
8,6,9,18,7,1474740000,-87.62887416,41.9002213,-87.62910519,0.9,17031081100,Credit Card,Choice Taxi Association,360,8,0.6
8,10.85,2,23,3,1361920500,-87.62887416,41.9119723,-87.68364292,0,17031240500,Cash,Dispatch Taxi Affiliation,600,24,0
8,6.25,1,0,1,1388882700,-87.62887416,41.87925508,-87.642649,1.1,17031281900,Cash,Taxi Affiliation Services,480,28,0
8,8.44,9,22,7,1380405600,-87.62887416,41.87925508,-87.642649,1.7,17031281900,Cash,,780,28,0
8,6.65,3,22,7,1426373100,-87.62887416,41.87925508,-87.642649,1.2,17031281900,Credit Card,Taxi Affiliation Services,480,28,1
8,6.45,9,13,4,1409750100,-87.62887416,41.87925508,-87.642649,1.3,17031281900,Cash,Taxi Affiliation Services,480,28,0
8,10.45,12,17,2,1418059800,-87.62887416,41.87925508,-87.642649,1.4,17031281900,Cash,,1140,28,0
8,11.65,2,2,1,1423968300,-87.62887416,41.90837867,-87.67094508,3.55,17031241500,Credit Card,,960,24,1.9
8,5.65,10,2,1,1381632300,-87.62887416,41.90278805,-87.62614559,0.11,17031081202,Credit Card,,300,8,3
8,6.05,6,9,3,1403600400,-87.62887416,41.90278805,-87.62614559,1.1,17031081202,Credit Card,Dispatch Taxi Affiliation,360,8,1.5
8,6.65,1,22,5,1421361900,-87.62887416,41.89207264,-87.62887416,0,17031081600,Cash,Blue Ribbon Taxi Association Inc.,480,8,0
8,3.25,1,13,3,1420549200,-87.62887416,41.89207264,-87.62887416,0,17031081600,Cash,Dispatch Taxi Affiliation,0,8,0
8,3.85,4,2,1,1428804900,-87.62887416,41.89207264,-87.62887416,0,17031081600,Credit Card,Blue Ribbon Taxi Association Inc.,120,8,4
8,5.05,4,20,7,1366489800,-87.62887416,41.89207264,-87.62887416,0.4,17031081600,No Charge,Dispatch Taxi Affiliation,360,8,0
8,3.65,3,20,7,1426365900,-87.62887416,41.89207264,-87.62887416,0.1,17031081600,Cash,Northwest Management LLC,60,8,0
8,5.65,4,22,2,1366668000,-87.62887416,41.88530002,-87.64280847,0,17031280100,Credit Card,Taxi Affiliation Services,300,28,1
8,6.65,5,16,7,1368895500,-87.62887416,41.88530002,-87.64280847,1.4,17031280100,Cash,,420,28,0
8,6.85,12,13,4,1450875600,-87.62887416,41.88530002,-87.64280847,1.2,17031280100,Credit Card,Dispatch Taxi Affiliation,540,28,2
8,6.25,2,1,1,1391303700,-87.62887416,41.88530002,-87.64280847,1.2,17031280100,Cash,,420,28,0
8,6.85,2,19,2,1424113200,-87.62887416,41.88530002,-87.64280847,1.3,17031280100,Cash,Dispatch Taxi Affiliation,480,28,0
8,10.85,12,2,1,1449972900,-87.62887416,41.92907766,-87.64629348,3.3,17031070200,Credit Card,,900,7,2
8,7.65,12,2,7,1449888300,-87.62887416,41.90949567,-87.6309636,1.6,17031080201,Cash,KOAM Taxi Association,600,8,0
8,4.85,12,12,1,1386506700,-87.62887416,41.89503345,-87.61971067,0.6,17031081401,Cash,Taxi Affiliation Services,180,8,0
8,5.25,8,1,1,1407635100,-87.62887416,41.89503345,-87.61971067,0.8,17031081401,Credit Card,,240,8,2
8,5.85,9,14,6,1441981800,-87.62887416,41.89503345,-87.61971067,0,17031081401,Credit Card,Taxi Affiliation Services,420,8,2
8,8.85,7,15,5,1404399600,-87.62887416,41.87060737,-87.62217294,1.6,17031320600,Credit Card,Dispatch Taxi Affiliation,900,32,2
8,8.05,6,23,7,1402183800,-87.62887416,41.87060737,-87.62217294,1.8,17031320600,Cash,Choice Taxi Association,660,32,0
8,7.25,5,2,4,1367978400,-87.62887416,41.87060737,-87.62217294,0,17031320600,Cash,Taxi Affiliation Services,360,32,0
8,4.84,12,14,2,1451311200,-87.62887416,41.89915561,-87.62621053,0.5,17031081201,Cash,,240,8,0
8,4.25,11,19,5,1416512700,-87.62887416,41.89915561,-87.62621053,0.5,17031081201,Credit Card,,0,8,1
8,6,3,1,1,1457228700,-87.62887416,41.89321636,-87.63784421,0.7,17031081800,Cash,585 - 88805 Valley Cab Co,360,8,0
8,5.25,9,20,6,1443211200,-87.62887416,41.89321636,-87.63784421,0.8,17031081800,Cash,Taxi Affiliation Services,300,8,0
8,4.45,4,12,4,1398861000,-87.62887416,41.89321636,-87.63784421,0,17031081800,Credit Card,Blue Ribbon Taxi Association Inc.,180,8,1
8,4.85,7,2,5,1374719400,-87.62887416,41.89321636,-87.63784421,0,17031081800,Cash,Taxi Affiliation Services,240,8,0
8,6.45,5,13,6,1368193500,-87.62887416,41.89833179,-87.62076287,0,17031081300,Credit Card,Blue Ribbon Taxi Association Inc.,540,8,2
8,5.85,5,22,7,1399155300,-87.62887416,41.89833179,-87.62076287,0.7,17031081300,Credit Card,,480,8,2
8,6.85,3,22,5,1426197600,-87.62887416,41.90749193,-87.63576009,1.4,17031080300,Credit Card,Taxi Affiliation Services,420,8,2
8,9.05,12,22,3,1386712800,-87.62887416,41.90749193,-87.63576009,2.2,17031080300,Credit Card,,780,8,3
8,10.25,3,16,4,1456934400,-87.62887416,41.86790242,-87.64295867,2.4,17031841900,Credit Card,,720,28,3
8,10.65,2,8,6,1425025800,-87.62887416,41.87866742,-87.67165362,3.2,17031838100,Cash,Taxi Affiliation Services,720,28,0
28,31.65,1,22,7,1358030700,-87.66351755,,,0,,No Charge,Dispatch Taxi Affiliation,2340,,0
28,17.25,6,23,6,1434150900,-87.66351755,,,6.4,,Credit Card,,1320,,0
28,8.65,4,2,6,1397181600,-87.66351755,41.90120699,-87.67635599,0.1,,Cash,Taxi Affiliation Services,540,24,0
28,7.25,9,21,4,1443646800,-87.66351755,41.90120699,-87.67635599,1.7,,Cash,Taxi Affiliation Services,420,24,0
28,13.25,1,18,3,1357064100,-87.66351755,41.90120699,-87.67635599,2.6,,Cash,Northwest Management LLC,1080,24,0
28,7.05,5,13,1,1433079000,-87.66351755,41.90120699,-87.67635599,1.8,,Cash,Choice Taxi Association,480,24,0
28,6.65,9,21,7,1410038100,-87.66351755,41.90120699,-87.67635599,0,,Cash,Taxi Affiliation Services,420,24,0
28,8,10,12,6,1476449100,-87.66351755,41.90120699,-87.67635599,1.9,,Cash,Chicago Medallion Leasing INC,480,24,0
28,7.85,8,15,5,1438875900,-87.66351755,41.90120699,-87.67635599,2.1,,Cash,Taxi Affiliation Services,600,24,0
28,8.25,4,17,2,1398704400,-87.66351755,41.90120699,-87.67635599,2.4,,Credit Card,,480,24,1
28,7.65,1,20,7,1358626500,-87.66351755,41.87886558,-87.62519214,0,,Cash,Taxi Affiliation Services,420,32,0
28,9.25,4,14,7,1397917800,-87.66351755,41.87886558,-87.62519214,0,,Credit Card,Taxi Affiliation Services,600,32,2.05
28,8.05,11,23,5,1415922300,-87.66351755,41.87886558,-87.62519214,2.1,,Credit Card,Taxi Affiliation Services,600,32,2
28,6.45,11,2,2,1384740900,-87.66351755,41.87886558,-87.62519214,1.4,,Credit Card,Taxi Affiliation Services,360,32,3
28,9.45,9,8,2,1411979400,-87.66351755,41.87886558,-87.62519214,0,,Unknown,Blue Ribbon Taxi Association Inc.,900,32,0
28,11.65,12,17,5,1418317200,-87.66351755,41.87886558,-87.62519214,2.5,,Credit Card,,1200,32,1.9
28,0,11,2,4,1415759400,-87.66351755,41.87886558,-87.62519214,3.5,,Cash,Taxi Affiliation Services,720,32,0
28,8.85,5,9,6,1430471700,-87.66351755,41.87886558,-87.62519214,2.5,,Credit Card,Taxi Affiliation Services,540,32,1
28,10.45,9,16,3,1412095500,-87.66351755,41.87886558,-87.62519214,3.7,,Cash,Choice Taxi Association,660,32,0
28,23.85,5,23,5,1368142200,-87.66351755,41.96581197,-87.65587879,9.8,,Cash,,1620,3,0
28,18.05,7,1,1,1374975000,-87.66351755,41.96581197,-87.65587879,0,,Cash,Taxi Affiliation Services,1140,3,0
28,17.85,1,20,7,1390682700,-87.66351755,41.96581197,-87.65587879,0,,Cash,Taxi Affiliation Services,960,3,0
28,13.65,9,23,7,1441494900,-87.66351755,41.9386662,-87.71121059,0.2,,Cash,Taxi Affiliation Services,1140,21,0
28,9.85,7,9,3,1405417500,-87.66351755,41.89960211,-87.63330804,0,,Cash,Taxi Affiliation Services,660,8,0
28,7.85,1,6,3,1422341100,-87.66351755,41.89960211,-87.63330804,1.8,,Cash,Taxi Affiliation Services,540,8,0
28,11.05,4,20,6,1429908300,-87.66351755,41.89960211,-87.63330804,4,,Credit Card,,600,8,2
28,12.45,3,9,2,1427101200,-87.66351755,41.89960211,-87.63330804,3.4,,Credit Card,Taxi Affiliation Services,1320,8,2.45
28,10.85,3,18,1,1426445100,-87.66351755,41.89960211,-87.63330804,3.7,,Cash,Taxi Affiliation Services,600,8,0
28,11.85,2,3,1,1422761400,-87.66351755,41.89960211,-87.63330804,4.6,,Cash,,540,8,0
28,7.65,3,12,4,1362572100,-87.66351755,41.89960211,-87.63330804,1.8,,Cash,,540,8,0
28,34.04,2,5,5,1391663700,-87.66351755,41.98026432,-87.9136246,17.1,,Credit Card,,1320,76,6
28,112.65,1,20,7,1420920900,-87.66351755,41.8789145,-87.70589713,57,,Cash,,5520,27,0
28,13.25,6,22,6,1403907300,-87.66351755,41.85718386,-87.62033462,4,,Cash,,1260,33,0
28,8.25,6,22,5,1403820900,-87.66351755,41.85718386,-87.62033462,2.2,,Credit Card,,540,33,2
28,17.05,2,2,1,1392518700,-87.66351755,41.9442266,-87.65599818,0,,Cash,Taxi Affiliation Services,1200,6,0
28,17.05,12,17,3,1449596700,-87.66351755,41.9442266,-87.65599818,0.4,,Credit Card,Taxi Affiliation Services,1200,6,3.4
28,10.45,8,4,6,1407472200,-87.66351755,41.9442266,-87.65599818,0.2,,Credit Card,Taxi Affiliation Services,660,6,1
28,24.65,10,21,6,1414791000,-87.66351755,41.77958289,-87.76851085,11.5,,Cash,,1200,64,0
28,23.45,5,13,7,1400937300,-87.66351755,41.94779159,-87.68383494,0.99,,Cash,,1680,5,0
28,15.45,4,11,3,1398771000,-87.66351755,41.94779159,-87.68383494,0,,Cash,Blue Ribbon Taxi Association Inc.,840,5,0
28,9.45,3,13,6,1394197200,-87.66351755,41.87400538,-87.66351755,0.1,,Credit Card,Taxi Affiliation Services,600,28,1.25
28,8.25,8,6,6,1470378600,-87.66351755,41.87400538,-87.66351755,1.97,,Cash,,360,28,0
28,12.25,6,1,1,1371951900,-87.66351755,41.87400538,-87.66351755,0,,Cash,Blue Ribbon Taxi Association Inc.,1140,28,0
28,9.65,1,14,4,1420640100,-87.66351755,41.87400538,-87.66351755,2.4,,Credit Card,Taxi Affiliation Services,720,28,0
28,4.45,7,1,7,1373679000,-87.66351755,41.87400538,-87.66351755,0.6,,Credit Card,,60,28,3
28,9.65,3,8,6,1394784000,-87.66351755,41.87400538,-87.66351755,2.7,,Cash,Choice Taxi Association,840,28,0
28,8.44,2,8,4,1360744200,-87.66351755,41.87400538,-87.66351755,2.3,,Cash,,600,28,0
28,9.05,8,1,1,1439686800,-87.66351755,41.87400538,-87.66351755,3.1,,Credit Card,Dispatch Taxi Affiliation,540,28,2
28,3.45,4,19,1,1428866100,-87.66351755,41.87400538,-87.66351755,0.2,,No Charge,Dispatch Taxi Affiliation,60,28,0
28,6.05,8,21,5,1409259600,-87.66351755,41.87400538,-87.66351755,1.3,,Cash,Taxi Affiliation Services,300,28,0
28,4.85,8,13,6,1376658900,-87.66351755,41.87400538,-87.66351755,0,,Cash,Taxi Affiliation Services,240,28,0
28,6.25,1,13,1,1420376400,-87.66351755,41.87400538,-87.66351755,0,,Cash,Blue Ribbon Taxi Association Inc.,360,28,0
28,8.65,4,19,4,1429125300,-87.66351755,41.87400538,-87.66351755,0,,Credit Card,Northwest Management LLC,780,28,1.35
28,3.25,3,14,3,1427207400,-87.66351755,41.87400538,-87.66351755,0,,Cash,,0,28,0
28,6.05,8,23,2,1438642800,-87.66351755,41.87400538,-87.66351755,0,,Cash,Taxi Affiliation Services,300,28,0
28,7,12,19,5,1483038000,-87.66351755,41.87400538,-87.66351755,1.4,,Credit Card,Dispatch Taxi Affiliation,360,28,2
28,5.85,7,12,4,1373457600,-87.66351755,41.87400538,-87.66351755,0,,Cash,Choice Taxi Association,240,28,0
28,26.25,8,18,4,1440007200,-87.66351755,41.76157791,-87.57278199,11.5,,Cash,,1740,43,0
28,12.85,10,21,7,1382219100,-87.66351755,41.92268628,-87.64948873,4.4,,Cash,,1020,7,0
28,14.45,4,18,5,1396549800,-87.66351755,41.92268628,-87.64948873,4.3,,Cash,,1440,7,0
28,14.65,6,0,1,1402185600,-87.66351755,41.92268628,-87.64948873,5.3,,Cash,Taxi Affiliation Services,1260,7,0
28,47.65,4,13,5,1365082200,-87.66351755,41.97882953,-87.7711667,0,,Cash,Blue Ribbon Taxi Association Inc.,1980,11,0
28,20.45,1,21,1,1358717400,-87.66351755,41.97882953,-87.7711667,0,,Credit Card,Dispatch Taxi Affiliation,660,11,0
28,14.85,4,13,1,1430053200,-87.66351755,41.92276062,-87.69915534,5.3,,Cash,,1260,22,0
28,23.85,8,18,6,1406917800,-87.66351755,41.9867118,-87.66341641,0,,Credit Card,Blue Ribbon Taxi Association Inc.,1680,77,5
28,7.45,8,20,4,1376513100,-87.66351755,41.85026637,-87.66756931,2,,Credit Card,,480,31,3
28,12.65,4,14,2,1398088800,-87.66351755,41.85026637,-87.66756931,3.8,,Cash,Northwest Management LLC,1080,31,0
28,10.5,6,1,1,1466300700,-87.66351755,41.85026637,-87.66756931,0.1,,Credit Card,Taxi Affiliation Services,600,31,2.1
28,7.65,6,0,3,1370306700,-87.66351755,41.85026637,-87.66756931,2,,Credit Card,Choice Taxi Association,480,31,2
28,18,8,15,4,1470236400,-87.66351755,41.83511799,-87.61867777,4.6,,Cash,Taxi Affiliation Services,1560,35,0
28,9.85,7,7,4,1438155000,-87.66351755,41.83511799,-87.61867777,3.7,,Cash,,360,35,0
28,14.05,3,10,3,1426587300,-87.66351755,41.84207612,-87.63397342,4.7,,Cash,,960,34,0
28,9.65,1,14,6,1420813800,-87.64280847,41.84924675,-87.6241353,0,17031841000,Credit Card,Taxi Affiliation Services,720,33,0
28,7.25,9,11,3,1410867000,-87.64280847,41.89250778,-87.62621491,1.5,17031081500,Cash,Taxi Affiliation Services,540,8,0
28,6.45,4,21,4,1398286800,-87.64280847,41.89250778,-87.62621491,0,17031081500,Cash,Taxi Affiliation Services,420,8,0
28,7.65,7,17,3,1438102800,-87.64280847,41.89250778,-87.62621491,0,17031081500,Cash,Blue Ribbon Taxi Association Inc.,660,8,0
28,8.05,5,20,2,1431979200,-87.64280847,41.89250778,-87.62621491,0.1,17031081500,Credit Card,Blue Ribbon Taxi Association Inc.,660,8,3
28,9.75,12,12,5,1481805900,-87.64280847,41.89250778,-87.62621491,0,17031081500,Cash,Blue Ribbon Taxi Association Inc.,900,8,0
28,7.65,6,8,2,1433753100,-87.64280847,41.89204214,-87.63186395,1.5,17031081700,Cash,,600,8,0
28,35.05,11,12,7,1385208900,-87.64280847,41.97907082,-87.90303966,0,17031980000,Cash,Northwest Management LLC,1320,76,0
28,34.45,7,15,5,1374766200,-87.64280847,41.97907082,-87.90303966,1,17031980000,Cash,Taxi Affiliation Services,2100,76,0
28,34.25,3,15,3,1363102200,-87.64280847,41.97907082,-87.90303966,16.8,17031980000,Cash,,1920,76,0
28,9.65,8,19,6,1440790200,-87.64280847,41.91474731,-87.65400703,2.6,17031832600,Credit Card,Choice Taxi Association,780,7,2
28,10.25,5,16,2,1430756100,-87.64280847,41.91474731,-87.65400703,2.9,17031832600,Cash,Taxi Affiliation Services,720,7,0
28,6.85,5,13,3,1369747800,-87.64280847,41.87740612,-87.62197165,1.2,17031320400,Cash,,540,32,0
28,7.65,8,15,7,1406994300,-87.64280847,41.87740612,-87.62197165,1.6,17031320400,Cash,,600,32,0
28,7.45,10,8,6,1445589900,-87.64280847,41.87740612,-87.62197165,1,17031320400,Credit Card,,720,32,1.49
28,7.05,4,16,3,1397580300,-87.64280847,41.87740612,-87.62197165,1.4,17031320400,Credit Card,Taxi Affiliation Services,600,32,2
28,7.45,5,15,5,1431010800,-87.64280847,41.87740612,-87.62197165,1.4,17031320400,Credit Card,,660,32,2
28,6.85,8,17,1,1409506200,-87.64280847,41.87740612,-87.62197165,1.3,17031320400,Cash,,540,32,0
28,5.25,2,10,6,1360923300,-87.64280847,41.87740612,-87.62197165,0.8,17031320400,Cash,Dispatch Taxi Affiliation,300,32,0
28,6.65,12,19,6,1450467000,-87.64280847,41.87740612,-87.62197165,1.1,17031320400,Cash,KOAM Taxi Association,540,32,0
28,4.85,5,1,6,1432256400,-87.64280847,41.89830587,-87.65361398,0.9,17031842300,Credit Card,Taxi Affiliation Services,180,24,0
28,23.65,7,16,5,1437669900,-87.64280847,41.9854765,-87.65839767,8.9,17031030603,Credit Card,,1800,77,3
28,12.25,8,15,5,1439480700,-87.64280847,41.93453972,-87.6430228,4,17031063301,Credit Card,Northwest Management LLC,1020,6,2
28,9.25,12,4,7,1386994500,-87.64280847,41.85934972,-87.61735801,2.9,17031330100,Cash,Northwest Management LLC,540,33,0
28,9.25,11,20,6,1415995200,-87.64280847,41.85934972,-87.61735801,2.4,17031330100,Cash,Northwest Management LLC,660,33,0
28,6.65,10,0,7,1414197900,-87.64280847,41.89265811,-87.65253448,1.5,17031243500,Credit Card,Choice Taxi Association,420,24,1.5
28,8.25,4,23,7,1397949300,-87.64280847,41.90752008,-87.6266589,2.2,17031080100,Cash,Taxi Affiliation Services,540,8,0
28,9.85,2,17,5,1392916500,-87.64280847,41.90752008,-87.6266589,2.2,17031080100,Credit Card,,1020,8,2
28,7.45,3,8,3,1362471300,-87.64280847,41.870415,-87.67508562,2,17031838200,Credit Card,,420,28,1
28,12.05,12,21,5,1449783900,-87.64280847,41.92112591,-87.69975441,4.8,17031221300,Cash,,480,22,0
28,6.05,3,8,5,1426752900,-87.64280847,41.88498719,-87.62099291,1.1,17031320100,Cash,,360,32,0
28,6.25,5,8,4,1369814400,-87.64280847,41.88498719,-87.62099291,0.8,17031320100,Credit Card,,420,32,2
28,6.45,11,17,4,1416418200,-87.64280847,41.88498719,-87.62099291,0.9,17031320100,Cash,,480,32,0
28,6,1,9,3,1453798800,-87.64280847,41.88498719,-87.62099291,0,17031320100,Cash,Taxi Affiliation Services,360,32,0
28,5.65,11,11,7,1385206200,-87.64280847,41.88498719,-87.62099291,0,17031320100,Cash,Dispatch Taxi Affiliation,360,32,0
28,8.65,9,8,5,1409818500,-87.64280847,41.88498719,-87.62099291,1.2,17031320100,Credit Card,,840,32,2
28,6.45,2,9,3,1392716700,-87.64280847,41.88498719,-87.62099291,0,17031320100,Cash,Taxi Affiliation Services,480,32,0
28,7.65,10,9,5,1412242200,-87.64280847,41.88498719,-87.62099291,0,17031320100,Cash,Taxi Affiliation Services,720,32,0
28,6.65,11,7,4,1446623100,-87.64280847,41.88498719,-87.62099291,0,17031320100,Credit Card,Blue Ribbon Taxi Association Inc.,540,32,1
28,5.85,8,17,1,1409505300,-87.64280847,41.88498719,-87.62099291,0.9,17031320100,Cash,Dispatch Taxi Affiliation,420,32,0
28,5.85,3,14,6,1362149100,-87.64280847,41.88498719,-87.62099291,1.1,17031320100,Cash,Dispatch Taxi Affiliation,360,32,0
28,6.05,11,11,3,1415703600,-87.64280847,41.88498719,-87.62099291,1.1,17031320100,Credit Card,Taxi Affiliation Services,420,32,3
28,0,2,9,3,1360659600,-87.64280847,41.88099447,-87.63274649,0,17031839100,Cash,Taxi Affiliation Services,360,32,0
28,4.05,8,17,3,1407259800,-87.64280847,41.88099447,-87.63274649,0.3,17031839100,Cash,,120,32,0
28,5.25,1,8,4,1453278600,-87.64280847,41.88099447,-87.63274649,0,17031839100,Cash,Taxi Affiliation Services,240,32,0
28,4.65,7,10,5,1438252200,-87.64280847,41.88099447,-87.63274649,0.9,17031839100,Cash,Dispatch Taxi Affiliation,180,32,0
28,6.25,2,15,5,1392305400,-87.64280847,41.88099447,-87.63274649,1,17031839100,Cash,,420,32,0
28,4.45,1,8,6,1391155200,-87.64280847,41.88099447,-87.63274649,0.5,17031839100,Cash,Taxi Affiliation Services,120,32,0
28,6,5,9,3,1463476500,-87.64280847,41.88099447,-87.63274649,0.6,17031839100,Cash,Northwest Management LLC,420,32,0
28,5.65,11,19,6,1416597300,-87.64280847,41.88099447,-87.63274649,0,17031839100,Cash,Taxi Affiliation Services,360,32,0
28,5.45,7,8,3,1404807300,-87.64280847,41.88099447,-87.63274649,0,17031839100,Cash,Taxi Affiliation Services,360,32,0
28,6.25,3,10,2,1426500000,-87.64280847,41.88099447,-87.63274649,0.9,17031839100,Credit Card,Taxi Affiliation Services,540,32,2
28,5.25,12,20,6,1417811400,-87.64280847,41.88099447,-87.63274649,0,17031839100,Cash,Blue Ribbon Taxi Association Inc.,240,32,0
28,5.65,10,8,7,1382171400,-87.64280847,41.88099447,-87.63274649,0.9,17031839100,Cash,,240,32,0
28,5.25,12,14,3,1482243300,-87.64280847,41.88099447,-87.63274649,0.5,17031839100,Credit Card,Dispatch Taxi Affiliation,240,32,2
28,5.85,12,14,7,1387029600,-87.64280847,41.88099447,-87.63274649,1,17031839100,Cash,,420,32,0
28,4.65,3,17,3,1425402900,-87.64280847,41.88099447,-87.63274649,0.3,17031839100,Cash,Taxi Affiliation Services,240,32,0
28,5.25,2,8,3,1392712200,-87.64280847,41.88099447,-87.63274649,0.7,17031839100,Cash,Taxi Affiliation Services,360,32,0
28,5.25,12,10,4,1449051300,-87.64280847,41.88099447,-87.63274649,0,17031839100,Cash,Taxi Affiliation Services,420,32,0
28,5.5,4,16,7,1462033800,-87.64280847,41.88099447,-87.63274649,0.6,17031839100,Cash,Dispatch Taxi Affiliation,300,32,0
28,5.45,7,15,2,1405956600,-87.64280847,41.88099447,-87.63274649,0.8,17031839100,Cash,Taxi Affiliation Services,300,32,0
28,4.05,11,14,6,1446818400,-87.64280847,41.88099447,-87.63274649,0,17031839100,Cash,Taxi Affiliation Services,120,32,0
28,6.05,11,11,2,1416829500,-87.64280847,41.88099447,-87.63274649,0.5,17031839100,Cash,,480,32,0
28,5.85,4,9,6,1397208600,-87.64280847,41.88099447,-87.63274649,0,17031839100,Credit Card,Taxi Affiliation Services,420,32,2
28,4.84,11,0,7,1447461900,-87.64280847,41.88528132,-87.6572332,0.8,17031833000,Cash,,180,28,0
28,11.25,9,18,3,1409680800,-87.64280847,41.88528132,-87.6572332,2.65,17031833000,Cash,,960,28,0
28,4.65,12,22,5,1451599200,-87.64280847,41.88528132,-87.6572332,0.5,17031833000,Cash,,240,28,0
28,5.5,10,8,2,1475484300,-87.64280847,41.88528132,-87.6572332,0,17031833000,Credit Card,Blue Ribbon Taxi Association Inc.,300,28,1
28,4.5,7,17,4,1468429200,-87.64280847,41.88528132,-87.6572332,0.4,17031833000,Cash,,120,28,0
28,8.05,6,0,1,1435449600,-87.64280847,41.89197151,-87.61294541,2,17031081402,Credit Card,,600,8,3
28,7.65,3,19,5,1395946800,-87.64280847,41.9002213,-87.62910519,1.6,17031081100,Cash,Taxi Affiliation Services,720,8,0
28,8.05,10,12,4,1444826700,-87.64280847,41.9002213,-87.62910519,0,17031081100,Credit Card,Taxi Affiliation Services,780,8,1
28,19.85,3,14,4,1394633700,-87.64280847,41.7904694,-87.60128512,8.6,17031836200,Cash,Choice Taxi Association,900,41,0
28,9.85,6,12,4,1403095500,-87.64280847,41.87925508,-87.642649,0.23,17031281900,Cash,,900,28,0
28,4.25,4,23,3,1428449400,-87.64280847,41.87925508,-87.642649,0.6,17031281900,Cash,,120,28,0
28,8.25,9,22,7,1441493100,-87.64280847,41.90278805,-87.62614559,2.2,17031081202,Credit Card,Northwest Management LLC,720,8,3
28,5.25,8,14,6,1470408300,-87.64280847,41.89207264,-87.62887416,0.6,17031081600,Cash,Chicago Medallion Leasing INC,240,8,0
28,7.05,10,20,5,1380831300,-87.64280847,41.89967018,-87.6698378,0,17031242100,Cash,Dispatch Taxi Affiliation,420,24,0
28,8.65,8,21,7,1440882900,-87.64280847,41.89967018,-87.6698378,2.23,17031242100,Cash,,480,24,0
28,3.25,12,0,4,1386117900,-87.64280847,41.88530002,-87.64280847,0,17031280100,Cash,Taxi Affiliation Services,0,28,0
28,5.45,1,11,3,1390302000,-87.64280847,41.88530002,-87.64280847,0,17031280100,Cash,Taxi Affiliation Services,480,28,0
28,3.25,12,1,6,1418347800,-87.64280847,41.88530002,-87.64280847,0,17031280100,Cash,,0,28,0
28,8.45,12,10,2,1386583200,-87.64280847,41.88530002,-87.64280847,1.9,17031280100,Cash,Dispatch Taxi Affiliation,780,28,0
28,3.25,1,17,2,1390237200,-87.64280847,41.88530002,-87.64280847,0.1,17031280100,Cash,,0,28,0
28,4.25,8,1,5,1377740700,-87.64280847,41.88530002,-87.64280847,0,17031280100,Cash,Taxi Affiliation Services,180,28,0
28,4.05,10,19,6,1382727600,-87.64280847,41.88530002,-87.64280847,0,17031280100,Cash,Taxi Affiliation Services,60,28,0
28,3.25,7,22,4,1469658600,-87.64280847,41.88530002,-87.64280847,0,17031280100,Cash,,0,28,0
28,7.85,2,21,4,1362000600,-87.64280847,41.89503345,-87.61971067,2.1,17031081401,Credit Card,Northwest Management LLC,540,8,2
28,11.05,1,13,7,1390052700,-87.64280847,41.89503345,-87.61971067,0,17031081401,Cash,Taxi Affiliation Services,1080,8,0
28,8.44,5,13,6,1431090900,-87.64280847,41.89915561,-87.62621053,2.1,17031081201,Cash,,660,8,0
28,8.85,1,10,4,1421230500,-87.64280847,41.89915561,-87.62621053,2.1,17031081201,Credit Card,Taxi Affiliation Services,780,8,2
